Epoch,train_sat,test_sat,train_accuracy,test_accuracy
0,0.8390413522720337,0.8717833757400513,0.2487454116344452,0.17670394480228424
1,0.8762941360473633,0.8772127032279968,0.16996829211711884,0.1679084450006485
2,0.8771640062332153,0.8769788146018982,0.16840267181396484,0.1681349128484726
3,0.8774105906486511,0.8773396611213684,0.1679903119802475,0.16755454242229462
4,0.8772048950195312,0.8768407106399536,0.16819609701633453,0.16829058527946472
5,0.8775634765625,0.87775719165802,0.16770751774311066,0.1669926941394806
6,0.8777801394462585,0.878044605255127,0.16736328601837158,0.16638900339603424
7,0.8776208758354187,0.877038300037384,0.16741541028022766,0.16776689887046814
8,0.878045380115509,0.8785339593887329,0.16689123213291168,0.1657298058271408
9,0.8782307505607605,0.8785275816917419,0.1665889322757721,0.165606290102005
10,0.8782081604003906,0.8782831430435181,0.16649450361728668,0.16605861485004425
11,0.8784844279289246,0.8786689639091492,0.16607996821403503,0.16541671752929688
12,0.8785754442214966,0.8788498044013977,0.1659395843744278,0.16509169340133667
13,0.8787819147109985,0.8790852427482605,0.16559824347496033,0.16467909514904022
14,0.8789699673652649,0.8793062567710876,0.16529348492622375,0.16434817016124725
15,0.879168689250946,0.8795484900474548,0.16497039794921875,0.16392965614795685
16,0.8794106841087341,0.8798369765281677,0.1645829826593399,0.16350525617599487
17,0.8796486854553223,0.8801237940788269,0.16420742869377136,0.16302497684955597
18,0.879938542842865,0.8804459571838379,0.16374744474887848,0.1625523567199707
19,0.8802439570426941,0.8807998895645142,0.16326966881752014,0.16198919713497162
20,0.8805115818977356,0.8813220858573914,0.16293612122535706,0.1611291915178299
21,0.881025493144989,0.8817387819290161,0.16206440329551697,0.1605701446533203
22,0.8812975883483887,0.882205605506897,0.16174131631851196,0.15980318188667297
23,0.8817800879478455,0.8823267221450806,0.1609008014202118,0.16002359986305237
24,0.8823845982551575,0.8831453323364258,0.1599891185760498,0.1587732881307602
25,0.8828244209289551,0.8839028477668762,0.15944688022136688,0.15738317370414734
26,0.8834285736083984,0.8844932913780212,0.15854988992214203,0.1565791815519333
27,0.8840226531028748,0.8851054310798645,0.15766559541225433,0.15578308701515198
28,0.884726345539093,0.885833740234375,0.15665650367736816,0.15481403470039368
29,0.8853203654289246,0.8864025473594666,0.15582241117954254,0.15398794412612915
30,0.8860172629356384,0.8872127532958984,0.15484926104545593,0.15293481945991516
31,0.886725127696991,0.8879668116569519,0.15385903418064117,0.15170004963874817
32,0.8874565958976746,0.888876736164093,0.15285906195640564,0.15052564442157745
33,0.888275146484375,0.8896323442459106,0.1516895890235901,0.14948342740535736
34,0.8889963030815125,0.890424370765686,0.15066906809806824,0.1482807993888855
35,0.8898653984069824,0.8913618922233582,0.149444580078125,0.14695914089679718
36,0.8907988667488098,0.8915377855300903,0.1479397863149643,0.1473439782857895
37,0.8920750617980957,0.8930566906929016,0.14606064558029175,0.14500868320465088
38,0.8930659294128418,0.8945491909980774,0.14479027688503265,0.14247019588947296
39,0.8938485980033875,0.8947985768318176,0.14361976087093353,0.1426195353269577
40,0.8948429226875305,0.8952045440673828,0.14207614958286285,0.14236538112163544
41,0.8958744406700134,0.8968935012817383,0.1407153159379959,0.13950404524803162
42,0.8965154886245728,0.8973512053489685,0.13984183967113495,0.13899260759353638
43,0.8975074887275696,0.8987313508987427,0.1384885609149933,0.13670115172863007
44,0.8981062769889832,0.899078369140625,0.13765625655651093,0.13633334636688232
45,0.8989772200584412,0.8998252749443054,0.136387899518013,0.13534048199653625
46,0.8996535539627075,0.9004045724868774,0.13545724749565125,0.13455919921398163
47,0.9004291892051697,0.9013389945030212,0.13441424071788788,0.13312822580337524
48,0.9011337161064148,0.9018843770027161,0.13341745734214783,0.13246268033981323
49,0.9018325805664062,0.9026588797569275,0.13247723877429962,0.13131806254386902
50,0.9025265574455261,0.9031609892845154,0.1314796805381775,0.13072779774665833
51,0.9032397270202637,0.9039319157600403,0.13051174581050873,0.1295812875032425
52,0.9038829207420349,0.9045273661613464,0.12962797284126282,0.12877020239830017
53,0.9045284390449524,0.9051340222358704,0.12873472273349762,0.12797686457633972
54,0.9051501154899597,0.9055060744285583,0.127841055393219,0.1275218278169632
55,0.905870258808136,0.9062537550926208,0.1268414407968521,0.12645331025123596
56,0.9064012765884399,0.9064645767211914,0.1260683536529541,0.12629768252372742
57,0.9070023894309998,0.9070773124694824,0.1252451390028,0.12544529139995575
58,0.9077129364013672,0.9077998995780945,0.12425859272480011,0.12443983554840088
59,0.9082840085029602,0.9083577394485474,0.12348818778991699,0.12371275573968887
60,0.9088793992996216,0.9089264869689941,0.1226789653301239,0.12295887619256973
61,0.9094991087913513,0.9093379378318787,0.12180165946483612,0.12246681749820709
62,0.9101096987724304,0.9098352789878845,0.1209535226225853,0.12182633578777313
63,0.9106861352920532,0.910275399684906,0.12015383690595627,0.12128037214279175
64,0.9112812876701355,0.9110302329063416,0.11937041580677032,0.1202244833111763
65,0.9118120074272156,0.9117199778556824,0.11868517100811005,0.11926265060901642
66,0.9123823046684265,0.9121435284614563,0.11788609623908997,0.11874265968799591
67,0.9129109382629395,0.9126087427139282,0.11716517060995102,0.11813347041606903
68,0.9134361147880554,0.912968635559082,0.11643286794424057,0.1176767498254776
69,0.9139553308486938,0.913959801197052,0.11579364538192749,0.11623861640691757
70,0.9144253134727478,0.9141170382499695,0.11511716991662979,0.11608760058879852
71,0.9149095416069031,0.9147524237632751,0.11447559297084808,0.11520970612764359
72,0.9153901934623718,0.9151448607444763,0.11380831897258759,0.11470091342926025
73,0.9158307909965515,0.9155667424201965,0.11320457607507706,0.11413873732089996
74,0.9162564277648926,0.915897786617279,0.1126081645488739,0.11370984464883804
75,0.9167208075523376,0.9164342284202576,0.1119781881570816,0.112943135201931
76,0.9171010851860046,0.9167643785476685,0.11145755648612976,0.11252201348543167
77,0.9175422787666321,0.9170876741409302,0.11082828789949417,0.11209122836589813
78,0.9179316759109497,0.9174579977989197,0.11029178649187088,0.11157508194446564
79,0.9183264970779419,0.917897641658783,0.10975204408168793,0.1109771877527237
80,0.9187232255935669,0.9182091951370239,0.10919344425201416,0.11053526401519775
81,0.9190142750740051,0.9177455902099609,0.10867759585380554,0.11149509251117706
82,0.9194375872612,0.9193113446235657,0.1082954928278923,0.10898424685001373
83,0.9197768568992615,0.9194155931472778,0.10776546597480774,0.10886558145284653
84,0.9202227592468262,0.9200057983398438,0.10714955627918243,0.10804743319749832
85,0.9205438494682312,0.920240044593811,0.10670003294944763,0.10772156715393066
86,0.9209022521972656,0.9206464886665344,0.10620097070932388,0.10716214776039124
87,0.9212154746055603,0.9208669066429138,0.10575637966394424,0.10687361657619476
88,0.9215702414512634,0.9211689233779907,0.10525155812501907,0.10646798461675644
89,0.9219278693199158,0.9216293692588806,0.10476630181074142,0.10579723864793777
90,0.922254741191864,0.9218999743461609,0.1043115183711052,0.10542861372232437
91,0.9225968718528748,0.9223021864891052,0.10383861511945724,0.1048526018857956
92,0.922886312007904,0.9225136041641235,0.10343162715435028,0.10460232943296432
93,0.9232110977172852,0.9228036999702454,0.10297002643346786,0.10417909175157547
94,0.9235181212425232,0.9230735898017883,0.10254286229610443,0.10378193855285645
95,0.9238530993461609,0.9233929514884949,0.10207003355026245,0.10335194319486618
96,0.9241412281990051,0.9237768054008484,0.10167841613292694,0.10277555882930756
97,0.9244381189346313,0.924049973487854,0.10127169638872147,0.10241051763296127
98,0.9247378706932068,0.9244481921195984,0.10085832327604294,0.10184314101934433
99,0.925008237361908,0.9248668551445007,0.10050398856401443,0.10121018439531326
100,0.9252509474754333,0.9251345992088318,0.10016739368438721,0.1008404940366745
101,0.9255512356758118,0.9252040982246399,0.09970799088478088,0.10074427723884583
102,0.9258367419242859,0.9254521727561951,0.09931407868862152,0.10038527101278305
103,0.9260805249214172,0.9256516695022583,0.09895842522382736,0.10009150207042694
104,0.9263632893562317,0.9259840250015259,0.09857239574193954,0.0996173620223999
105,0.9266160130500793,0.9264144897460938,0.09824470430612564,0.09899836033582687
106,0.9268547892570496,0.926550567150116,0.09789154678583145,0.09879482537508011
107,0.9271364212036133,0.9268954396247864,0.09751348942518234,0.09830421954393387
108,0.9273562431335449,0.9271146059036255,0.09719309210777283,0.09797334671020508
109,0.9276062846183777,0.927282989025116,0.09684815257787704,0.09768204391002655
110,0.9278630614280701,0.9278096556663513,0.09651821851730347,0.09695078432559967
111,0.9281069040298462,0.9280001521110535,0.0961768701672554,0.09668688476085663
112,0.9283736348152161,0.928383469581604,0.09581778943538666,0.09615006297826767
113,0.9285521507263184,0.9286614656448364,0.09556813538074493,0.09576363116502762
114,0.9287895560264587,0.9287387728691101,0.09522707015275955,0.09561131149530411
115,0.9290178418159485,0.9290955662727356,0.09490933269262314,0.09512078762054443
116,0.9292414784431458,0.9292954802513123,0.09458532929420471,0.09482139348983765
117,0.9294682741165161,0.9296725392341614,0.09429159015417099,0.0942898765206337
118,0.9297202229499817,0.9299558997154236,0.09391003102064133,0.09383653104305267
119,0.9300492405891418,0.9305066466331482,0.09350015968084335,0.09303005784749985
120,0.9301468133926392,0.93049156665802,0.09330356866121292,0.09305307269096375
121,0.9304639101028442,0.9306724667549133,0.09287488460540771,0.09269077330827713
122,0.9306492805480957,0.93120938539505,0.09264151006937027,0.09198813140392303
123,0.9308555722236633,0.9314452409744263,0.0923653319478035,0.09158972650766373
124,0.9310756921768188,0.9317175149917603,0.09205060452222824,0.09123819321393967
125,0.9312756657600403,0.9317530989646912,0.09171219915151596,0.09113501757383347
126,0.9315299987792969,0.9319695830345154,0.09139504283666611,0.09079435467720032
127,0.9316614270210266,0.9321633577346802,0.0911712497472763,0.09054432809352875
128,0.9319033622741699,0.9323877692222595,0.09084054827690125,0.09017956256866455
129,0.9320887923240662,0.9327136874198914,0.09058751165866852,0.089755579829216
130,0.932314395904541,0.9329511523246765,0.0902358815073967,0.08936584740877151
131,0.9325322508811951,0.9330306053161621,0.08998306095600128,0.08922072499990463
132,0.9326739311218262,0.9334309697151184,0.08974839001893997,0.08869307488203049
133,0.9329004287719727,0.9336537718772888,0.0894421860575676,0.08838450908660889
134,0.9330772757530212,0.9338005185127258,0.08916408568620682,0.08817707002162933
135,0.9332772493362427,0.9335379600524902,0.08886852860450745,0.08833063393831253
136,0.9335054755210876,0.9344078302383423,0.088608019053936,0.087257981300354
137,0.9336571097373962,0.9346677660942078,0.0883912593126297,0.08690326660871506
138,0.933885395526886,0.9349239468574524,0.0880921334028244,0.08651378750801086
139,0.9340038299560547,0.9349465370178223,0.08786624670028687,0.0864579975605011
140,0.9342136383056641,0.9345487952232361,0.08754243701696396,0.08683640509843826
141,0.9344568252563477,0.9354990124702454,0.08728127926588058,0.08565615117549896
142,0.9346218109130859,0.9355906844139099,0.08702163398265839,0.08553221821784973
143,0.9348710179328918,0.9359590411186218,0.08671006560325623,0.08501771837472916
144,0.9349161982536316,0.9359245300292969,0.08658342063426971,0.08504391461610794
145,0.9351474642753601,0.9355143904685974,0.08619603514671326,0.08542108535766602
146,0.9354661107063293,0.9363247752189636,0.08584803342819214,0.08446510136127472
147,0.9355524182319641,0.9365327954292297,0.08570806682109833,0.08413872867822647
148,0.9357525706291199,0.9368900656700134,0.08544360846281052,0.08373419940471649
149,0.9358927607536316,0.9370003938674927,0.08518911153078079,0.08335084468126297
150,0.9361537098884583,0.936954140663147,0.08488839119672775,0.0835421159863472
151,0.9363324046134949,0.937348484992981,0.08462613075971603,0.0829886645078659
152,0.9364633560180664,0.9372476935386658,0.08438048511743546,0.08307395130395889
153,0.9366912841796875,0.937919557094574,0.08413179963827133,0.08223254233598709
154,0.9368478059768677,0.9378587007522583,0.08384774625301361,0.08217619359493256
155,0.937085747718811,0.9381963610649109,0.08358974754810333,0.08182793855667114
156,0.9372619986534119,0.9384298324584961,0.08330530673265457,0.0814218744635582
157,0.9373930096626282,0.9387537837028503,0.08313936740159988,0.08104061335325241
158,0.9376330375671387,0.9387945532798767,0.08274789154529572,0.08081858605146408
159,0.9377864003181458,0.9389872550964355,0.08260661363601685,0.08065833151340485
160,0.9380244612693787,0.9392722249031067,0.08223568648099899,0.08021646738052368
161,0.938140332698822,0.9395133256912231,0.08208698034286499,0.07996587455272675
162,0.9383614659309387,0.9395087361335754,0.08172477036714554,0.07987107336521149
163,0.9385512471199036,0.9400486946105957,0.08152154833078384,0.07921504974365234
164,0.938686192035675,0.9400092363357544,0.08128268271684647,0.07917823642492294
